Secteur,Ville,Boite de vitesses,Type de carburant,Marque,Modele,Nombre de portes,Origine,Premiere main,Puissance fiscale,Etat,log_price (en milliers MAD),Kilometrage lisse (en milliers km),Age (annees)
sidi bernoussi,casablanca,Manuelle,Diesel,citroen,c4,5,WW au Maroc,True,6,Très bon,5.556828061699537,29.051896737291052,3
errahma,casablanca,Manuelle,Diesel,hyundai,i30,5,WW au Maroc,True,6,Excellent,5.247024072160486,48.2624386643183,4
tabriquet,salé,Automatique,Diesel,hyundai,i30,5,WW au Maroc,False,6,Excellent,5.420534999272286,0.33483909039516346,2
centre ville,tétouan,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Excellent,4.6443908991413725,142.67461218627668,8
Others,casablanca,Automatique,Hybride,toyota,corolla,5,WW au Maroc,False,8,Excellent,5.2832037287379885,65.82760127737801,4
abdelmoumen,casablanca,Manuelle,Diesel,ford,fusion,5,WW au Maroc,True,8,Très bon,5.10594547390058,129.61340533687175,8
al hadiqa,fès,Manuelle,Diesel,peugeot,306,5,WW au Maroc,True,8,Bon,3.258096538021482,220.66967135428052,27
hay zaytoun,agadir,Automatique,Diesel,mercedes-benz,220,5,WW au Maroc,True,9,Neuf,4.31748811353631,423.99820020535986,24
centre,kénitra,Automatique,Diesel,mercedes-benz,classe e,5,WW au Maroc,True,12,Excellent,4.812184355372417,24.837603322207322,15
centre ville,tanger,Automatique,Diesel,bmw,série 5,5,WW au Maroc,True,8,Excellent,5.159055299214529,160.49948414974827,11
centre ville,tétouan,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.770684624465665,116.57388661467131,4
toute la ville,ksar el-kebir,Automatique,Diesel,hyundai,ix35,5,WW au Maroc,True,6,Très bon,4.844187086458591,196.26282721616124,13
al boustane,el jadida,Manuelle,Essence,skoda,fabia,5,WW au Maroc,True,5,Excellent,4.59511985013459,104.51087750150256,7
agdal,rabat,Manuelle,Diesel,honda,accord,5,WW au Maroc,False,8,Très bon,4.8283137373023015,370.04182319790806,10
hay zaytoun,agadir,Manuelle,Diesel,hyundai,ix35,5,WW au Maroc,True,7,Bon,5.030437921392435,186.8043023627929,11
guéliz,marrakech,Automatique,Diesel,renault,clio,5,WW au Maroc,True,6,Très bon,4.927253685157205,111.79390453618831,6
el houda,agadir,Manuelle,Diesel,skoda,octavia,5,WW au Maroc,False,8,Excellent,4.955827057601261,153.58690063536747,11
yacoub el mansour,rabat,Manuelle,Diesel,peugeot,301,5,WW au Maroc,True,7,Excellent,4.718498871295094,196.19025115458626,8
sidi maarouf,casablanca,Automatique,Diesel,renault,talisman,5,WW au Maroc,True,6,Excellent,5.298317366548036,100.1276067606245,7
route d'azemmour,casablanca,Automatique,Diesel,land rover,range rover vogue,5,Importée neuve,True,18,Très bon,5.293304824724492,221.97119478788863,12
yacoub el mansour,rabat,Manuelle,Diesel,ford,focus,5,WW au Maroc,False,6,Très bon,4.8283137373023015,141.3627067630622,11
hay zaytoun,agadir,Manuelle,Essence,kia,picanto,5,WW au Maroc,True,6,Excellent,4.787491742782046,94.48304454241274,3
hay zaytoun,agadir,Automatique,Diesel,renault,megane,5,WW au Maroc,True,6,Très bon,4.787491742782046,194.6721551892464,11
marjane 2,meknès,Automatique,Diesel,mercedes-benz,classe cla,5,Dédouanée,False,10,Excellent,5.521460917862246,226.02956153053074,11
hay dakhla,agadir,Manuelle,Diesel,dacia,lodgy,5,WW au Maroc,False,6,Excellent,5.0106352940962555,49.7478509914386,2
aïn chock,casablanca,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Excellent,4.867534450455582,108.41767308649743,5
aharrarine,tanger,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Excellent,4.976733742420574,7.995549569574847,1
wilaya,tétouan,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,8,Très bon,3.4965075614664802,33.770169112685664,28
centre ville,mohammedia,Automatique,Diesel,hyundai,tucson,5,WW au Maroc,False,6,Neuf,5.66988092298052,27.62346808944672,2
Others,salé,Manuelle,Diesel,renault,clio,5,WW au Maroc,False,6,Très bon,5.003946305945459,101.01901361051733,4
oulfa,casablanca,Manuelle,Essence,suzuki,swift,5,WW au Maroc,True,7,Très bon,4.553876891600541,29.033792379993827,6
hay riad,rabat,Automatique,Diesel,audi,Others,5,WW au Maroc,False,8,Excellent,5.652489180268651,94.04260292500766,4
tan tan,tan-tan,Manuelle,Diesel,hyundai,ix35,5,WW au Maroc,True,7,Bon,5.01396308418893,89.06297749276371,10
toute la ville,khouribga,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,7,Excellent,4.143134726391533,7.404217903407351,13
aïn diab,casablanca,Automatique,Diesel,land rover,range rover vogue,5,WW au Maroc,False,11,Très bon,5.616771097666572,195.54312876739564,10
centre ville,oujda,Automatique,Diesel,mercedes-benz,220,5,Dédouanée,True,9,Très bon,4.941642422609304,275.5195174385899,18
el bassatine,meknès,Automatique,Diesel,land rover,range rover sport,5,Importée neuve,True,11,Bon,4.31748811353631,178.10942512230292,19
centre,kénitra,Automatique,Diesel,volkswagen,touareg,5,WW au Maroc,True,12,Très bon,4.919980925828125,223.69364990606405,12
toute la ville,chichaoua,Automatique,Diesel,citroen,c4,5,Dédouanée,False,6,Très bon,4.605170185988092,181.77761641214224,15
sidi bernoussi,casablanca,Manuelle,Essence,chevrolet,spark,5,WW au Maroc,False,6,Très bon,4.0943445622221,110.07114063392633,13
route ain chkaf,fès,Automatique,Diesel,mercedes-benz,classe ml,5,Dédouanée,False,12,Très bon,4.499809670330265,372.0281102081225,18
toute la ville,el kelâa des sraghna,Manuelle,Diesel,toyota,corolla,5,Importée neuve,True,8,Excellent,4.204692619390966,371.01184577833544,18
sidi bernoussi,casablanca,Manuelle,Diesel,opel,mokka,5,WW au Maroc,False,6,Excellent,5.384495062789089,15.931525468266177,2
aïn chock,casablanca,Automatique,Diesel,hyundai,tucson,5,WW au Maroc,False,6,Excellent,5.768320995793772,24.381918613648285,2
Others,casablanca,Automatique,Diesel,ford,kuga,5,WW au Maroc,False,6,Excellent,5.1647859739235145,70.72183815308789,4
sala el jadida,salé,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,5,Excellent,4.90527477843843,138.75023672131252,3
centre,kénitra,Manuelle,Essence,fiat,500,5,WW au Maroc,True,7,Excellent,4.3694478524670215,164.17510374754684,12
toute la ville,laâyoune,Manuelle,Essence,toyota,Others,5,WW au Maroc,False,8,Excellent,4.382026634673881,185.09399676580446,18
hay mohammadi,agadir,Manuelle,Diesel,volkswagen,passat cc,5,WW au Maroc,False,8,Excellent,5.3471075307174685,221.5449645521322,10
al boustane,el jadida,Manuelle,Essence,citroen,c3,5,WW au Maroc,True,6,Très bon,4.0943445622221,229.60790990476832,13
ain atig,temara,Manuelle,Diesel,hyundai,accent,5,WW au Maroc,True,6,Très bon,3.912023005428146,271.386310429948,19
route de ceuta,tétouan,Manuelle,Diesel,renault,megane,5,WW au Maroc,False,6,Excellent,5.0689042022202315,145.4572110783515,6
autre secteur,rabat,Automatique,Hybride,toyota,corolla,5,WW au Maroc,False,4,Excellent,5.393627546352362,68.59325611471071,3
autre secteur,casablanca,Automatique,Diesel,audi,q5,5,WW au Maroc,False,8,Excellent,5.66988092298052,188.37707428200588,8
jawhara,el jadida,Manuelle,Diesel,opel,combo,5,WW au Maroc,True,6,Excellent,5.123963979403259,64.80112740835652,6
guich oudaya,rabat,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Excellent,4.736198448394496,142.34861712864415,7
agdal,fès,Manuelle,Diesel,fiat,punto,5,WW au Maroc,True,5,Excellent,4.418840607796598,173.34249943549804,8
plateau,el jadida,Automatique,Diesel,volvo,v40,5,WW au Maroc,True,8,Excellent,5.1647859739235145,127.02419050862196,7
bettana,salé,Manuelle,Diesel,kia,carens,5,WW au Maroc,True,8,Excellent,4.007333185232471,223.90341752654504,19
autre secteur,agadir,Manuelle,Diesel,mazda,Others,5,WW au Maroc,True,10,Très bon,4.442651256490317,0.690416537269726,15
hay riad,rabat,Automatique,Diesel,bmw,série 3,5,WW au Maroc,True,8,Excellent,5.10594547390058,199.76702220819038,13
ain sebaa,casablanca,Automatique,Diesel,renault,latitude,5,WW au Maroc,True,8,Très bon,4.465908118654584,191.72883778330763,12
Others,marrakech,Automatique,Diesel,jeep,renegade,5,WW au Maroc,True,6,Excellent,5.220355825078324,132.54332391003237,5
Others,oujda,Manuelle,Diesel,opel,corsa,5,WW au Maroc,False,6,Très bon,4.955827057601261,77.31597489988522,4
bab fès,kénitra,Manuelle,Diesel,dacia,duster,5,WW au Maroc,True,6,Excellent,4.8283137373023015,4.093728561005295,7
Others,agadir,Automatique,Diesel,mercedes-benz,classe c,5,Importée neuve,True,9,Bon,4.90527477843843,376.27019945443857,18
toute la ville,béni mellal,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.912654885736052,87.51199718240248,2
toute la ville,laâyoune,Manuelle,Essence,toyota,corolla,5,Dédouanée,False,8,Très bon,4.189654742026425,221.1596811317226,22
ain sebaa,casablanca,Manuelle,Diesel,renault,megane,3,WW au Maroc,True,7,Très bon,4.499809670330265,179.11193499465475,13
aïn borja,casablanca,Manuelle,Diesel,renault,kangoo,5,WW au Maroc,False,6,Excellent,4.812184355372417,145.87798340192742,8
hay salam,meknès,Manuelle,Diesel,fiat,doblo,5,WW au Maroc,True,7,Très bon,4.653960350157523,91.2364340403147,4
Others,marrakech,Automatique,Diesel,skoda,octavia,5,WW au Maroc,False,8,Excellent,5.579729825986222,91.39947297315382,5
tilila,agadir,Automatique,Diesel,volkswagen,passat,5,WW au Maroc,True,8,Très bon,5.247034598420875,187.01060645365808,9
ville verte,bouskoura,Manuelle,Diesel,peugeot,208,5,WW au Maroc,True,6,Excellent,4.499809670330265,222.26190845090147,6
abdelmoumen,casablanca,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,False,6,Très bon,5.214935757608986,19.814412657346885,2
toute la ville,ait melloul,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,6,Excellent,5.10594547390058,55.271434671871944,7
al mostakbal,casablanca,Manuelle,Diesel,ford,kuga,5,WW au Maroc,True,6,Très bon,5.209486152841421,179.91597611902654,7
al wifaq,agadir,Automatique,Diesel,hyundai,tucson,5,WW au Maroc,True,6,Excellent,5.634789603169249,142.22167022104375,5
bettana,salé,Manuelle,Essence,kia,cerato,5,WW au Maroc,True,8,Excellent,4.060443010546419,227.41431939032356,16
Others,marrakech,Manuelle,Diesel,renault,clio,5,WW au Maroc,True,6,Excellent,4.90527477843843,131.23200305715181,6
centre,fès,Manuelle,Essence,mini,cooper,5,WW au Maroc,True,8,Très bon,4.189654742026425,179.5763153120143,18
Others,casablanca,Manuelle,Diesel,citroen,c4,5,WW au Maroc,True,6,Bon,4.477336814478207,220.1862613445087,14
assif,marrakech,Automatique,Diesel,peugeot,3008,5,WW au Maroc,True,8,Très bon,5.37989735354046,161.62129409017322,6
anfa,casablanca,Manuelle,Diesel,fiat,punto,5,WW au Maroc,True,5,Très bon,4.356708826689592,170.2380311425461,11
ain amiyer,fès,Automatique,Diesel,mini,cooper,3,Importée neuve,True,8,Très bon,4.90527477843843,10.931194796486817,12
ancienne médina,marrakech,Automatique,Diesel,mitsubishi,l200,5,Pas encore dédouanée,True,10,Excellent,4.941642422609304,167.91755114092615,18
ain sebaa,casablanca,Manuelle,Diesel,renault,express,5,WW au Maroc,False,6,Bon,5.0106352940962555,4.622422747812202,1
amicales,agadir,Manuelle,Essence,kia,picanto,5,WW au Maroc,False,5,Excellent,4.060443010546419,193.52473114783382,15
centre,fès,Manuelle,Diesel,hyundai,tucson,5,WW au Maroc,True,8,Très bon,4.356708826689592,228.7481840317207,16
ain sebaa,casablanca,Automatique,Diesel,jeep,cherokee,5,WW au Maroc,True,8,Excellent,5.135798437050262,122.91328217855211,9
oulfa,casablanca,Automatique,Diesel,hyundai,tucson,5,WW au Maroc,False,6,Bon,5.66988092298052,95.23025422890308,3
Others,temara,Manuelle,Diesel,opel,astra,5,WW au Maroc,True,6,Excellent,4.553876891600541,194.11444100415784,13
Others,temara,Manuelle,Diesel,citroen,c3,5,WW au Maroc,False,6,Excellent,4.74493212836325,172.2781777438065,6
sidi bernoussi,casablanca,Automatique,Diesel,kia,Others,5,WW au Maroc,True,6,Très bon,5.521460917862246,58.87963803343314,5
mimosas,kénitra,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Très bon,4.248495242049359,143.84033939630837,12
ain sebaa,casablanca,Automatique,Diesel,peugeot,508,5,WW au Maroc,False,8,Excellent,5.389071729816501,73.75787248115643,6
val fleuri,tanger,Manuelle,Diesel,fiat,500,3,WW au Maroc,False,7,Excellent,4.553876891600541,51.1821660088405,8
toute la ville,taza,Manuelle,Diesel,mercedes-benz,190,5,WW au Maroc,False,8,Excellent,4.0943445622221,46.03726485460638,33
hay hassani,casablanca,Manuelle,Diesel,hyundai,santa fe,5,WW au Maroc,False,8,Très bon,4.143150599281431,320.43988457309626,18
agdal,rabat,Automatique,Diesel,audi,q5,5,Dédouanée,False,8,Excellent,5.560681631015528,181.2853583378567,11
ain sebaa,casablanca,Manuelle,Diesel,renault,clio,5,WW au Maroc,False,6,Excellent,4.882801922586371,44.48004058553414,5
centre ville,tanger,Manuelle,Diesel,hyundai,accent,5,WW au Maroc,True,6,Très bon,4.605170185988092,147.1195511371379,10
Others,kénitra,Manuelle,Essence,fiat,punto,3,Dédouanée,False,6,Neuf,3.5553480614894135,27.080668537338607,30
aharrarine,tanger,Manuelle,Diesel,volkswagen,bora,5,Dédouanée,True,8,Très bon,3.871201010907891,222.14342286537226,25
sidi moumen,casablanca,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,False,6,Excellent,4.74493212836325,101.11327614390284,8
el houda,agadir,Manuelle,Diesel,skoda,octavia,5,WW au Maroc,False,8,Excellent,4.787491742782046,195.22860966864405,13
bettana,salé,Manuelle,Diesel,ford,focus,5,WW au Maroc,True,7,Excellent,4.624972813284271,129.4397147368657,15
autre secteur,meknès,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Très bon,4.31748811353631,144.93042415024794,14
toute la ville,settat,Manuelle,Diesel,peugeot,308,5,WW au Maroc,True,6,Très bon,4.499809670330265,182.76457791238664,16
belvédère,casablanca,Manuelle,Diesel,audi,a4,5,WW au Maroc,False,8,Excellent,4.976733742420574,177.17482198982538,11
autre secteur,casablanca,Manuelle,Diesel,ford,focus,5,Dédouanée,False,6,Excellent,4.727387818712341,227.81047024870972,13
Others,fès,Manuelle,Essence,volkswagen,polo,5,WW au Maroc,True,6,Très bon,4.23410650459726,100.37245423248194,16
Others,mohammedia,Manuelle,Diesel,fiat,500,3,WW au Maroc,True,5,Très bon,4.330733340286331,101.50361253695566,14
hay salam,salé,Manuelle,Diesel,dacia,sandero,5,WW au Maroc,True,6,Excellent,4.990432586778736,75.93969937458455,2
toute la ville,mediouna,Manuelle,Diesel,volkswagen,passat,5,Dédouanée,False,8,Excellent,3.7376696182833684,16.131003367902508,23
bourgogne,casablanca,Automatique,Diesel,volvo,xc40,5,WW au Maroc,False,8,Excellent,5.598421958998375,90.56850058768731,6
tilila,agadir,Manuelle,Diesel,bmw,série 3,5,Dédouanée,True,11,Bon,3.4011973816621555,225.03009585409484,29
bourgogne,casablanca,Manuelle,Essence,kia,picanto,5,WW au Maroc,True,6,Très bon,3.871201010907891,229.77987872252515,17
quartier aérodrome,el jadida,Manuelle,Essence,toyota,tercel,5,WW au Maroc,True,7,Excellent,3.1354942159291497,278.4909463434348,28
sidi moumen,casablanca,Manuelle,Diesel,opel,astra,5,WW au Maroc,True,6,Très bon,4.867534450455582,115.30038685693317,6
toute la ville,Others,Manuelle,Diesel,renault,megane,5,WW au Maroc,True,7,Bon,3.970291913552122,102.89320403684098,23
bab doukkala,marrakech,Manuelle,Diesel,fiat,doblo,5,WW au Maroc,True,6,Très bon,4.31748811353631,225.2691435200116,12
Others,tétouan,Automatique,Diesel,audi,a3,5,WW au Maroc,False,6,Excellent,4.867534450455582,179.31850038075163,13
toute la ville,berkane,Manuelle,Essence,dacia,sandero,5,WW au Maroc,True,8,Très bon,4.219507705176107,178.85527736718146,12
toute la ville,had soualem,Manuelle,Diesel,dacia,dokker,3,WW au Maroc,False,6,Bon,4.356708826689592,276.41452247459546,11
autre secteur,tanger,Manuelle,Diesel,renault,express,5,WW au Maroc,False,7,Excellent,5.087596335232384,76.2182443894879,4
2 mars,casablanca,Automatique,Diesel,renault,clio,5,WW au Maroc,False,6,Très bon,4.976733742420574,107.43475946832102,5
toute la ville,tifelt,Manuelle,Diesel,renault,laguna,5,Dédouanée,True,8,Très bon,3.1354942159291497,3.013605625854019,30
aïn borja,casablanca,Manuelle,Diesel,dacia,dokker,5,WW au Maroc,True,6,Excellent,4.90527477843843,61.90810329538233,6
autre secteur,tanger,Automatique,Diesel,renault,megane,5,WW au Maroc,True,6,Excellent,4.867534450455582,136.29335479676567,10
hay salam,salé,Manuelle,Diesel,volkswagen,passat,5,Dédouanée,True,8,Excellent,4.653960350157523,272.22496543903236,16
lissasfa,casablanca,Manuelle,Diesel,citroen,Others,5,WW au Maroc,False,6,Excellent,4.0943445622221,271.95008440167015,12
ain mezouar,marrakech,Automatique,Diesel,opel,astra,5,WW au Maroc,False,6,Excellent,4.787491742782046,102.33890754522307,6
Others,oujda,Manuelle,Diesel,toyota,yaris,5,WW au Maroc,True,5,Excellent,4.718498871295094,170.9220398762857,9
hay salam,salé,Manuelle,Diesel,volkswagen,golf 4,5,Dédouanée,True,8,Excellent,4.406719247264253,271.53460796446274,25
abdelmoumen,casablanca,Manuelle,Diesel,opel,astra,5,WW au Maroc,False,6,Excellent,5.075173815233827,70.48243379737308,4
Others,meknès,Manuelle,Essence,chevrolet,spark,5,WW au Maroc,True,6,Très bon,3.6888794541139363,7.16609194684192,17
ain sebaa,casablanca,Automatique,Diesel,alfa romeo,giulietta,5,WW au Maroc,True,6,Excellent,5.135798437050262,134.20154182433433,5
al fida,casablanca,Manuelle,Diesel,renault,megane,5,Pas encore dédouanée,True,6,Excellent,4.189654742026425,326.25414482692486,20
centre ville,tanger,Manuelle,Diesel,jeep,renegade,5,WW au Maroc,True,7,Excellent,5.10594547390058,118.24395317985889,6
bettana,salé,Automatique,Essence,volkswagen,tiguan,5,WW au Maroc,True,11,Excellent,4.477336814478207,192.47745092221683,16
Others,marrakech,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Très bon,4.6913478822291435,175.92746537188927,8
bouskoura centre,bouskoura,Automatique,Diesel,hyundai,accent,5,WW au Maroc,False,6,Excellent,5.093750200806762,64.66008603506637,2
aïn borja,casablanca,Automatique,Diesel,porsche,cayenne,5,WW au Maroc,True,12,Excellent,5.247024072160486,224.12360932155894,13
centre ville,agadir,Manuelle,Diesel,nissan,qashqai,5,WW au Maroc,False,6,Excellent,5.3471075307174685,108.31956079414181,6
route de casablanca,marrakech,Manuelle,Essence,hyundai,i10,5,WW au Maroc,True,6,Très bon,4.31748811353631,140.211697875684,9
Others,mohammedia,Manuelle,Essence,renault,kangoo,5,WW au Maroc,True,6,Excellent,4.248495242049359,105.29901737252689,15
aïn chock,casablanca,Manuelle,Essence,daihatsu,sirion,5,WW au Maroc,True,6,Très bon,3.8501476017100584,107.58605320151892,18
hay riad,rabat,Automatique,Essence,fiat,500,3,WW au Maroc,True,7,Excellent,4.770684624465665,24.63477145745633,7
Others,mohammedia,Automatique,Essence,fiat,500,3,WW au Maroc,False,7,Très bon,4.700480365792417,85.14950590284143,8
targa,marrakech,Manuelle,Diesel,kia,cerato,5,WW au Maroc,False,7,Excellent,3.784189633918261,12.71795483872373,20
oued fès,fès,Manuelle,Diesel,dacia,logan,5,WW au Maroc,True,6,Très bon,4.5217885770490405,195.96209222421723,11
administratif,tanger,Manuelle,Diesel,dacia,logan,5,WW au Maroc,False,6,Très bon,4.653960350157523,111.1766222034717,9
al maghrib al arabi,kénitra,Manuelle,Essence,toyota,yaris,5,WW au Maroc,False,6,Très bon,4.762173934797756,22.93368005478621,8
m'hamid,marrakech,Manuelle,Essence,peugeot,301,5,WW au Maroc,False,7,Excellent,4.499809670330265,16.74394197302037,9
sidi bernoussi,casablanca,Automatique,Diesel,mercedes-benz,classe gla,5,WW au Maroc,True,9,Très bon,5.298317366548036,178.0442652031966,10
Others,temara,Manuelle,Diesel,honda,accord,5,WW au Maroc,False,9,Bon,4.219507705176107,424.5633001375059,19
ain sebaa,casablanca,Manuelle,Diesel,opel,crossland,5,WW au Maroc,False,6,Très bon,5.135798437050262,29.675439159530086,2
centre ville,oujda,Manuelle,Diesel,volkswagen,polo,5,Importée neuve,True,6,Bon,4.30406509320417,228.70624380360576,18
aïn chock,casablanca,Automatique,Diesel,volkswagen,golf 7,5,WW au Maroc,True,28,Très bon,5.236441962829949,123.42672303623645,8
sidi moumen,casablanca,Manuelle,Essence,ford,fiesta,5,WW au Maroc,True,6,Bon,4.30406509320417,175.5879285935318,13
hamria,meknès,Manuelle,Diesel,opel,Others,5,Dédouanée,False,8,Très bon,3.8501476017100584,12.031784631839383,23
marjane 2,meknès,Manuelle,Diesel,citroen,berlingo,5,WW au Maroc,True,6,Très bon,5.1647859739235145,136.9503485156935,4
hay hassani,casablanca,Manuelle,Diesel,peugeot,301,5,WW au Maroc,True,6,Très bon,4.677490847567717,155.7842455475403,8
ain sebaa,casablanca,Manuelle,Diesel,peugeot,208,5,WW au Maroc,True,6,Excellent,5.093750200806762,8.122495540580122,2
route de sefrou,fès,Manuelle,Diesel,citroen,c4,5,WW au Maroc,True,6,Très bon,4.532599493153256,229.84325175810446,13
maarif,casablanca,Automatique,Diesel,volvo,s60,5,WW au Maroc,False,8,Très bon,4.997212273764115,139.81531102064528,9
