Age (annees),Modele,Marque,Boite de vitesses_Manuelle,Puissance fiscale,Type de carburant_Essence,Kilometrage lisse (en milliers km),Type de carburant_Diesel,Secteur,Origine_WW au Maroc,Ville,Origine_Dédouanée,Premiere main,Etat_Bon,Boite de vitesses_Automatique,Etat_Excellent,log_price (en milliers MAD)
-0.25103313783057896,tiguan,volkswagen,1,0.38858333602016065,0,0.0629159590724406,1,toute la ville,1,deroua,0,0,0,0,0,5.1647859739235145
-1.3390189839020086,corsa,opel,1,-0.6380111495352139,0,-0.5976056284741094,1,al qods,1,casablanca,0,0,0,0,1,5.147494476813453
-0.7950260608662937,kuga,ford,1,0.38858333602016065,0,0.5195223651444086,1,hay salam,1,salé,0,0,0,0,1,5.19295685089021
-1.3390189839020086,clio,renault,1,-0.6380111495352139,0,-0.4024838296091879,1,sidi maarouf,1,casablanca,0,0,0,0,0,4.934473933130692
-1.4750172146609373,Others,ds,0,-0.6380111495352139,0,-0.784320139354786,1,bourgogne,1,casablanca,0,0,0,1,1,5.697093486505405
-0.5230295993484363,x5,bmw,0,0.38858333602016065,0,-0.2868591145646934,1,aïn diab,1,casablanca,0,0,0,1,1,5.598421958998375
-0.38703136858950765,i10,hyundai,1,-0.6380111495352139,1,-0.048625915639762915,0,hamria,1,meknès,0,1,0,0,0,4.276666119016055
-0.7950260608662937,duster,dacia,0,-0.6380111495352139,0,1.3856860993012885,1,2 mars,1,casablanca,0,1,0,1,1,4.955827057601261
-0.25103313783057896,i30,hyundai,0,-0.6380111495352139,0,0.49170641150265676,1,2 mars,1,casablanca,0,1,0,1,1,4.852030263919617
0.8369527082408506,classe b,mercedes-benz,1,0.38858333602016065,0,0.8784414168699252,1,hay chmaou,0,salé,1,1,1,0,0,4.382026634673881
-0.5230295993484363,Others,renault,1,-0.6380111495352139,1,-1.3428700158925795,0,Others,1,salé,0,1,0,0,0,5.043425116919247
-0.7950260608662937,sandero,dacia,1,-0.6380111495352139,0,-0.4570616583587596,1,centre ville,1,tanger,0,0,0,0,0,4.762173934797756
-1.0670225223841512,logan,dacia,1,-0.6380111495352139,0,-0.33889713098835644,1,yacoub el mansour,1,rabat,0,1,0,0,1,4.8283137373023015
1.3809456312765653,bora,volkswagen,1,0.38858333602016065,0,2.398090707016608,1,massira,1,rabat,0,0,1,0,0,4.248495242049359
0.020963323687278417,cayenne,porsche,0,2.4417723071309094,0,0.3868644644469808,1,autre secteur,0,meknès,1,1,0,1,1,5.438079308923196
0.42895801596406447,astra,opel,1,-0.1247139067575266,0,0.5795277962792171,1,autre secteur,0,agadir,0,1,0,0,0,4.356708826689592
0.42895801596406447,swift,suzuki,0,0.9018805787978479,1,0.150699015722505,0,aïn chock,0,casablanca,1,1,0,1,0,4.31748811353631
-1.0670225223841512,500,fiat,0,-0.6380111495352139,1,-0.5487359463582661,0,californie,1,casablanca,0,0,0,1,1,4.867534450455582
